question,answer,contexts,ground_truth,faithfulness,answer_relevancy,context_precision,context_recall,context_entity_recall,context_relevancy,answer_similarity,answer_correctness,,,,,,,,,
What is the technique 'Data Historian Compromise' described in the MITRE ATT&CK framework?,"<b>The technique 'Data Historian Compromise' involves targeting data historian systems, which are used to collect and store time-series data from industrial control systems (ICS). Attackers may manipulate or exfiltrate this data to disrupt operations, alter processes, or gain insights into the functioning of the targeted systems. This can lead to significant impacts on the integrity and availability of industrial processes.</b>","['[""The technique \'Data Historian Compromise\' involves targeting data historian systems"", \'which are used to collect and store time-series data from industrial control systems (ICS). Attackers may manipulate or exfiltrate this data to disrupt operations\', \'alter processes\', \'or gain insights into the functioning of the targeted systems. This can lead to significant impacts on the integrity and availability of industrial processes.\']']",Adversaries may compromise and gain control of a data historian to gain a foothold into the control system environment.,1,0.930898590674743,0.9999999999,1,0,1,0.909552465438273,0.602388116359568,,,,,,,,,
What is the technique 'Network Service Scanning' described in the MITRE ATT&CK framework?,"<b>Network Service Scanning is a technique used to identify active services on a networked system. This involves probing the network to discover which services are running on which ports, allowing an attacker to gather information about the system's configuration and potential vulnerabilities. By understanding the services available, an attacker can plan further actions, such as exploiting known vulnerabilities associated with those services. This technique is part of the reconnaissance phase in the attack lifecycle, where the goal is to gather as much information as possible about the target environment.</b>","['[\'Network Service Scanning is a technique used to identify active services on a networked system. This involves probing the network to discover which services are running on which ports\', ""allowing an attacker to gather information about the system\'s configuration and potential vulnerabilities. By understanding the services available"", \'an attacker can plan further actions\', \'such as exploiting known vulnerabilities associated with those services. This technique is part of the reconnaissance phase in the attack lifecycle\', \'where the goal is to gather as much information as possible about the target environment.\']']",Network Service Scanning is the process of discovering services on networked systems.,1,0.904766481224762,0.9999999999,1,0.99999999,1,0.94184956041326,0.535462390103315,,,,,,,,,
What is the technique 'Indicator Removal on Host' described in the MITRE ATT&CK framework?,"<b>The technique 'Indicator Removal on Host' involves the deletion or modification of artifacts on a host to hinder detection and analysis of malicious activities. This can include actions such as removing logs, altering timestamps, or deleting files that may indicate the presence of an attacker. The goal is to obscure evidence of the attack and make it more difficult for defenders to understand the extent of the compromise.</b>","['[""The technique \'Indicator Removal on Host\' involves the deletion or modification of artifacts on a host to hinder detection and analysis of malicious activities. This can include actions such as removing logs"", \'altering timestamps\', \'or deleting files that may indicate the presence of an attacker. The goal is to obscure evidence of the attack and make it more difficult for defenders to understand the extent of the compromise.\']']",Adversaries may attempt to remove indicators of their presence on a system in an effort to cover their tracks.,1,0.925564738115955,0.9999999999,1,0,1,0.887105389386907,0.846806340017032,,,,,,,,,
What is the technique 'I/O Image' described in the MITRE ATT&CK framework?,"<b>The 'I/O Image' technique involves capturing the input and output of a process to gather information about its behavior. This technique can be used to monitor and analyze the data being processed by applications, which can help in understanding potential malicious activities or data exfiltration. It is often employed in the context of detecting and responding to threats by observing how processes interact with their environment.</b>","['[""The \'I/O Image\' technique involves capturing the input and output of a process to gather information about its behavior. This technique can be used to monitor and analyze the data being processed by applications"", \'which can help in understanding potential malicious activities or data exfiltration. It is often employed in the context of detecting and responding to threats by observing how processes interact with their environment.\']']",Adversaries may seek to capture process values related to the inputs and outputs of a PLC.,1,0.90474813783882,0.9999999999,1,0,1,0.822996400343736,0.205749100085934,,,,,,,,,
What is the technique 'Denial of View' described in the MITRE ATT&CK framework?,"<b>The technique 'Denial of View' in the MITRE ATT&CK framework refers to methods used by adversaries to prevent users from accessing or viewing certain information. This can involve manipulating or altering the display of data, such as hiding files, blocking access to applications, or using other means to obscure information from the user. The goal is to create confusion or hinder the ability of the user to understand the system's state or the actions being taken by the adversary.</b>","['[""The technique \'Denial of View\' in the MITRE ATT&CK framework refers to methods used by adversaries to prevent users from accessing or viewing certain information. This can involve manipulating or altering the display of data"", \'such as hiding files\', \'blocking access to applications\', ""or using other means to obscure information from the user. The goal is to create confusion or hinder the ability of the user to understand the system\'s state or the actions being taken by the adversary.""]']",Adversaries may cause a denial of view in attempt to disrupt and prevent operator oversight on the status of an ICS environment.,1,0.985658464475816,0.9999999999,1,0,1,0.857283627371174,0.464320906842793,,,,,,,,,
What is the technique 'Execution through API' described in the MITRE ATT&CK framework?,"<b>Execution through API is a technique where an attacker leverages application programming interfaces (APIs) to execute commands or code within a target system. This method allows for the execution of malicious actions by interacting with the software's exposed interfaces, often bypassing traditional security measures. Attackers may use legitimate APIs to perform unauthorized operations, making it a stealthy approach to compromise systems or escalate privileges.</b>","['[""Execution through API is a technique where an attacker leverages application programming interfaces (APIs) to execute commands or code within a target system. This method allows for the execution of malicious actions by interacting with the software\'s exposed interfaces"", \'often bypassing traditional security measures. Attackers may use legitimate APIs to perform unauthorized operations\', \'making it a stealthy approach to compromise systems or escalate privileges.\']']",Adversaries may attempt to leverage Application Program Interfaces (APIs) used for communication between control software and the hardware.,0.833333333333333,0.897964539298528,0.9999999999,1,0,1,0.873729527285926,0.910740074129174,,,,,,,,,
What is the technique 'Supply Chain Compromise' described in the MITRE ATT&CK framework?,"<b>The technique 'Supply Chain Compromise' refers to a method where an adversary targets an organization by infiltrating its supply chain. This can involve manipulating or compromising a third-party vendor or service provider to gain access to the organization's systems or data. By exploiting vulnerabilities in the supply chain, attackers can introduce malicious components or software, which can lead to broader access and potential damage to the targeted organization. This technique highlights the importance of securing not just internal systems but also the external relationships and dependencies that organizations have with their suppliers and partners.</b>","['[""The technique \'Supply Chain Compromise\' refers to a method where an adversary targets an organization by infiltrating its supply chain. This can involve manipulating or compromising a third-party vendor or service provider to gain access to the organization\'s systems or data. By exploiting vulnerabilities in the supply chain"", \'attackers can introduce malicious components or software\', \'which can lead to broader access and potential damage to the targeted organization. This technique highlights the importance of securing not just internal systems but also the external relationships and dependencies that organizations have with their suppliers and partners.\']']","Adversaries may perform supply chain compromise to gain control systems environment access by means of infected products, software, and workflows.",1,0.938734005375886,0.9999999999,1,0.166666666388888,1,0.912228929058138,0.442342946550248,,,,,,,,,
What is the technique 'Serial Connection Enumeration' described in the MITRE ATT&CK framework?,"<b>Serial Connection Enumeration is a technique used to identify and enumerate serial connections on a system. This can involve discovering devices connected via serial ports, which may include modems, printers, or other peripherals. By understanding the serial connections, an attacker can gather information about the system's configuration and potentially exploit vulnerabilities associated with these devices. This technique is part of a broader set of tactics aimed at gaining insights into a target's environment for further exploitation.</b>","['[\'Serial Connection Enumeration is a technique used to identify and enumerate serial connections on a system. This can involve discovering devices connected via serial ports\', \'which may include modems\', \'printers\', \'or other peripherals. By understanding the serial connections\', ""an attacker can gather information about the system\'s configuration and potentially exploit vulnerabilities associated with these devices. This technique is part of a broader set of tactics aimed at gaining insights into a target\'s environment for further exploitation.""]']",Adversaries may perform serial connection enumeration to gather situational awareness after gaining access to devices in the OT network.,1,0.901751492866549,0.9999999999,0,0,1,0.867952923756445,0.817032095380833,,,,,,,,,
What is the technique 'Loss of Safety' described in the MITRE ATT&CK framework?,"<b>The technique 'Loss of Safety' in the MITRE ATT&CK framework refers to actions taken by adversaries that compromise the safety of a system or environment. This can involve manipulating safety controls or systems to create hazardous conditions, potentially leading to physical damage or harm. The technique highlights the risks associated with the intersection of cybersecurity and physical safety, emphasizing the importance of maintaining robust safety measures in the face of cyber threats.</b>","['[""The technique \'Loss of Safety\' in the MITRE ATT&CK framework refers to actions taken by adversaries that compromise the safety of a system or environment. This can involve manipulating safety controls or systems to create hazardous conditions"", \'potentially leading to physical damage or harm. The technique highlights the risks associated with the intersection of cybersecurity and physical safety\', \'emphasizing the importance of maintaining robust safety measures in the face of cyber threats.\']']",Adversaries may compromise safety system functions designed to maintain safe operation of a process when unacceptable or dangerous conditions occur.,1,0.978931908568668,0.9999999999,1,0,1,0.85881762579852,0.881370745865095,,,,,,,,,
What is the technique 'Loss of Productivity and Revenue' described in the MITRE ATT&CK framework?,"<b>The technique 'Loss of Productivity and Revenue' in the MITRE ATT&CK framework refers to the impact that adversarial actions can have on an organization's operational efficiency and financial performance. This can occur as a result of various cyber incidents, such as ransomware attacks, data breaches, or other disruptive activities that hinder normal business operations. The consequences may include downtime, loss of customer trust, and potential financial losses, which can significantly affect the organization's overall productivity and revenue generation capabilities.</b>","['[""The technique \'Loss of Productivity and Revenue\' in the MITRE ATT&CK framework refers to the impact that adversarial actions can have on an organization\'s operational efficiency and financial performance. This can occur as a result of various cyber incidents"", \'such as ransomware attacks\', \'data breaches\', \'or other disruptive activities that hinder normal business operations. The consequences may include downtime\', \'loss of customer trust\', \'and potential financial losses\', ""which can significantly affect the organization\'s overall productivity and revenue generation capabilities.""]']",Adversaries may cause loss of productivity and revenue through disruption and even damage to the availability and integrity of control system operations.,1,0.98327383330641,0.9999999999,1,0,1,0.893509904781917,0.723391331580716,,,,,,,,,
What is the technique 'Spearphishing Attachment' described in the MITRE ATT&CK framework?,"<b>Spearphishing Attachment is a technique used in cyber attacks where an attacker sends a targeted email containing a malicious attachment to a specific individual or organization. The goal is to deceive the recipient into opening the attachment, which may contain malware or other harmful content. This technique is often personalized to increase the likelihood of success, as it exploits the trust and familiarity of the target.</b>","[""['Spearphishing Attachment is a technique used in cyber attacks where an attacker sends a targeted email containing a malicious attachment to a specific individual or organization. The goal is to deceive the recipient into opening the attachment', 'which may contain malware or other harmful content. This technique is often personalized to increase the likelihood of success', 'as it exploits the trust and familiarity of the target.']""]","Adversaries may use a spearphishing attachment, a variant of spearphishing, as a form of a social engineering attack against specific targets.",0.833333333333333,0.930203420244138,0.9999999999,1,0,1,0.922360793169025,0.930672707897011,,,,,,,,,
What is the technique 'Location Identification' described in the MITRE ATT&CK framework?,"<b>Location Identification is a technique used by adversaries to determine the geographic location of a target or their assets. This can involve various methods, such as analyzing IP addresses, GPS data, or other location-based information to gain insights into the target's physical whereabouts. Understanding the location can help attackers plan further actions or tailor their strategies based on the target's environment.</b>","['[\'Location Identification is a technique used by adversaries to determine the geographic location of a target or their assets. This can involve various methods\', \'such as analyzing IP addresses\', \'GPS data\', ""or other location-based information to gain insights into the target\'s physical whereabouts. Understanding the location can help attackers plan further actions or tailor their strategies based on the target\'s environment.""]']",Adversaries may perform location identification using device data to inform operations and targeted impact for attacks.,1,0.905074461488393,0.9999999999,1,0,1,0.893728958221531,0.823432239555382,,,,,,,,,
What is the technique 'Autorun Image' described in the MITRE ATT&CK framework?,"<b>The technique 'Autorun Image' in the MITRE ATT&CK framework refers to a method used by adversaries to execute malicious code automatically when a device is powered on or when a removable media is connected. This technique exploits the autorun feature of operating systems, which can launch programs without user intervention. By placing a malicious executable in a location that is automatically executed, attackers can gain persistence on a system and facilitate further exploitation.</b>","['[""The technique \'Autorun Image\' in the MITRE ATT&CK framework refers to a method used by adversaries to execute malicious code automatically when a device is powered on or when a removable media is connected. This technique exploits the autorun feature of operating systems"", \'which can launch programs without user intervention. By placing a malicious executable in a location that is automatically executed\', \'attackers can gain persistence on a system and facilitate further exploitation.\']']",Adversaries may leverage AutoRun functionality or scripts to execute malicious code.,1,0.985493341137332,0.9999999999,1,0.249999999375,1,0.875531372314661,0.861739985935808,,,,,,,,,
What is the technique 'Drive-by Compromise' described in the MITRE ATT&CK framework?,"<b>Drive-by Compromise is a technique where an attacker exploits vulnerabilities in a user's web browser or its plugins to gain unauthorized access to a system. This typically occurs when a user visits a compromised or malicious website, which can lead to the automatic download and execution of malware without the user's knowledge. The goal is to compromise the user's device and potentially gain access to sensitive information or further infiltrate a network.</b>","['[""Drive-by Compromise is a technique where an attacker exploits vulnerabilities in a user\'s web browser or its plugins to gain unauthorized access to a system. This typically occurs when a user visits a compromised or malicious website"", ""which can lead to the automatic download and execution of malware without the user\'s knowledge. The goal is to compromise the user\'s device and potentially gain access to sensitive information or further infiltrate a network.""]']","Adversaries may gain access to a system during a drive-by compromise, when a user visits a website as part of a regular browsing session.",1,0.913431657157871,0.9999999999,1,0.333333332777777,1,0.918572207291292,0.792150170852705,,,,,,,,,
What is the kill chain phase for the technique named 'Rootkit'?,"<b>The kill chain phase for the technique named 'Rootkit' is ""Installation.""</b>","['[\'The kill chain phase for the technique named \\\'Rootkit\\\' is ""Installation.""\']']","Evasion, Inhibit-response-function",1,1,0.9999999999,0,0,1,0.763079740183148,0.190769935045787,,,,,,,,,
Which technique is associated with the 'collection' kill chain phase?,"<b>The technique associated with the 'collection' kill chain phase is typically focused on gathering information that can be used for further exploitation or attack. This may involve various methods such as reconnaissance, data mining, or surveillance to collect sensitive data or intelligence about the target.</b>","['[""The technique associated with the \'collection\' kill chain phase is typically focused on gathering information that can be used for further exploitation or attack. This may involve various methods such as reconnaissance"", \'data mining\', \'or surveillance to collect sensitive data or intelligence about the target.\']']",Automated Collection,1,0.965564551531508,0.9999999999,0.5,0,1,0.775161795171666,0.793790448792916,,,,,,,,,
What phase in the kill chain does the technique 'Block Reporting Message' belong to?,<b>The technique 'Block Reporting Message' belongs to the 'Command and Control' phase in the kill chain.</b>,"['[""The technique \'Block Reporting Message\' belongs to the \'Command and Control\' phase in the kill chain.""]']",Inhibit-response-function,1,0.992324005516057,0.9999999999,0,0,1,0.758477359190518,0.189619339797629,,,,,,,,,
Identify a technique with the kill chain phase 'impair-process-control'.,<b>A technique associated with the kill chain phase 'impair-process-control' is the use of malware to disrupt or manipulate the functioning of industrial control systems. This can involve tactics such as sending false commands to control systems or altering sensor readings to create confusion and impair the normal operations of critical infrastructure.</b>,"['[""A technique associated with the kill chain phase \'impair-process-control\' is the use of malware to disrupt or manipulate the functioning of industrial control systems. This can involve tactics such as sending false commands to control systems or altering sensor readings to create confusion and impair the normal operations of critical infrastructure.""]']",Unauthorized Command Message,1,0.973449355281777,0.9999999999,0,0,1,0.755248632175791,0.18880627928254,,,,,,,,,
Which technique has 'evasion' as its kill chain phase?,<b>The technique that has 'evasion' as its kill chain phase is typically associated with tactics that aim to avoid detection or bypass security measures during an attack.</b>,"['[""The technique that has \'evasion\' as its kill chain phase is typically associated with tactics that aim to avoid detection or bypass security measures during an attack.""]']","Rootkit, Indicator Removal on Host",1,0.884828157486965,0.9999999999,1,0,1,0.755099026097302,0.488774756524325,,,,,,,,,
In which kill chain phase is the 'Manipulation of View' technique used?,<b>The 'Manipulation of View' technique is used in the Delivery phase of the kill chain.</b>,"['[""The \'Manipulation of View\' technique is used in the Delivery phase of the kill chain.""]']",Impact,1,0.985837143177651,0.9999999999,1,0,1,0.779540300829967,0.194885075207491,,,,,,,,,
Which technique is associated with the 'initial-access' kill chain phase?,<b>The technique associated with the 'initial-access' kill chain phase is spear phishing.</b>,"['[""The technique associated with the \'initial-access\' kill chain phase is spear phishing.""]']","Data Historian Compromise, Supply Chain Compromise",1,0.997435044305716,0,0,0,1,0.739842784630619,0.184960696157654,,,,,,,,,
What is the kill chain phase for the 'Execution through API' technique?,"<b>The kill chain phase for the 'Execution through API' technique is ""Execution.""</b>","['[\'The kill chain phase for the \\\'Execution through API\\\' technique is ""Execution.""\']']",Execution,1,0.999998394832459,0.9999999999,1,0.99999999,1,0.821341517634902,0.205315978483487,,,,,,,,,
Which technique's kill chain phase is 'impact'?,"<b>The technique's kill chain phase that is referred to as 'impact' is associated with the ""Impact"" phase of the cyber kill chain.</b>","['[\'The technique\\\'s kill chain phase that is referred to as \\\'impact\\\' is associated with the ""Impact"" phase of the cyber kill chain.\']']","Loss of Safety, Loss of Productivity and Revenue",1,0.945581501524408,0.9999999999,0,0,0.5,0.748252008635836,0.615634430730387,,,,,,,,,
Name a technique related to the 'discovery' kill chain phase.,<b>A technique related to the 'discovery' kill chain phase is network scanning.</b>,"['[""A technique related to the \'discovery\' kill chain phase is network scanning.""]']","Serial Connection Enumeration, Network Service Scanning",1,0.980521943539463,0.9999999999,0.5,0,1,0.840242130648807,0.210060532662201,,,,,,,,,
Which technique involves the 'execution' kill chain phase?,"<b>The technique that involves the 'execution' kill chain phase is typically associated with the execution of malicious actions or payloads within a targeted environment. This phase focuses on the actual implementation of the attack, where the adversary carries out their intended actions to achieve their objectives.</b>","['[""The technique that involves the \'execution\' kill chain phase is typically associated with the execution of malicious actions or payloads within a targeted environment. This phase focuses on the actual implementation of the attack"", \'where the adversary carries out their intended actions to achieve their objectives.\']']","Execution through API, Autorun Image",1,0.941568507989549,0.9999999999,1,0,1,0.742325989775541,0.40009135106767,,,,,,,,,
Identify a technique with 'evasion' as its kill chain phase.,"<b>A technique with 'evasion' as its kill chain phase is ""Obfuscated Files or Information.""</b>","['[\'A technique with \\\'evasion\\\' as its kill chain phase is ""Obfuscated Files or Information.""\']']","Rootkit, Indicator Removal on Host",1,0.96214869138061,0.9999999999,0,0,1,0.775305945512167,0.193826486378041,,,,,,,,,
Which technique is used in the 'impact' kill chain phase and causes loss of safety?,"<b>The technique used in the 'impact' kill chain phase that causes loss of safety is ""Data Manipulation.""</b>","['[\'The technique used in the \\\'impact\\\' kill chain phase that causes loss of safety is ""Data Manipulation.""\']']",Loss of Safety,1,0.991279638375551,0.9999999999,1,0,1,0.830924546666587,0.207730290011278,,,,,,,,,
What kill chain phase is associated with 'Loss of Productivity and Revenue'?,"<b>The kill chain phase associated with 'Loss of Productivity and Revenue' is typically the ""Impact"" phase.</b>","['[\'The kill chain phase associated with \\\'Loss of Productivity and Revenue\\\' is typically the ""Impact"" phase.\']']",Impact,1,0.995377742172481,0.9999999999,1,0.99999999,0.5,0.806601015321835,0.20164827792855,,,,,,,,,
Which technique uses 'initial-access' as its kill chain phase and involves spearphishing?,"<b>The technique that uses 'initial-access' as its kill chain phase and involves spearphishing is known as ""Spear Phishing.""</b>","['[\'The technique that uses \\\'initial-access\\\' as its kill chain phase and involves spearphishing is known as ""Spear Phishing.""\']']",Spearphishing Attachment,1,0.987004006213279,0.9999999999,1,0,1,0.862699649777139,0.81565479661926,,,,,,,,,
In which kill chain phase is the 'Drive-by Compromise' technique used?,<b>The 'Drive-by Compromise' technique is used in the Delivery phase of the kill chain.</b>,"['[""The \'Drive-by Compromise\' technique is used in the Delivery phase of the kill chain.""]']",Initial-access,1,0.987900370403334,0.9999999999,1,0,1,0.753616505896354,0.188404126474088,,,,,,,,,
Identify a technique with the 'execution' kill chain phase related to AutoRun.,"<b>A technique related to the 'execution' kill chain phase concerning AutoRun is the use of ""Windows AutoRun"" functionality, which allows for the automatic execution of programs when removable media is connected to a system. This can be exploited by malware to execute malicious code without user intervention.</b>","['[\'A technique related to the \\\'execution\\\' kill chain phase concerning AutoRun is the use of ""Windows AutoRun"" functionality\', \'which allows for the automatic execution of programs when removable media is connected to a system. This can be exploited by malware to execute malicious code without user intervention.\']']",Autorun Image,1,0.959674877180622,0.9999999999,0,0,1,0.827683550195027,0.206920887548756,,,,,,,,,
What is the kill chain phase for the 'Supply Chain Compromise' technique?,"<b>The kill chain phase for the 'Supply Chain Compromise' technique is ""Delivery.""</b>","['[\'The kill chain phase for the \\\'Supply Chain Compromise\\\' technique is ""Delivery.""\']']",Initial-access,1,0.999999999999999,0.9999999999,0.5,0,1,0.748714399445387,0.187178599861346,,,,,,,,,
Name a technique used in the 'collection' kill chain phase.,<b>A technique used in the 'collection' kill chain phase is data staging.</b>,"['[""A technique used in the \'collection\' kill chain phase is data staging.""]']","Automated Collection, I/O Image",1,0.982087308966696,0.9999999999,0,0,1,0.781837905760691,0.195459476440172,,,,,,,,,
What phase in the kill chain does the technique 'I/O Image' belong to?,<b>The technique 'I/O Image' belongs to the Delivery phase in the kill chain.</b>,"['[""The technique \'I/O Image\' belongs to the Delivery phase in the kill chain.""]']",Collection,1,0.993383455499357,0.9999999999,0,0,1,0.745030430310346,0.186257607577586,,,,,,,,,
Which technique's kill chain phase is 'initial-access' and involves supply chain compromise?,"<b>The technique that has the 'initial-access' kill chain phase and involves supply chain compromise is known as ""Supply Chain Compromise.""</b>","['[\'The technique that has the \\\'initial-access\\\' kill chain phase and involves supply chain compromise is known as ""Supply Chain Compromise.""\']']",Supply Chain Compromise,0.5,0.981256109847043,0.9999999999,1,0.99999999,1,0.851849053769159,0.962943245296664,,,,,,,,,
Identify a technique related to 'inhibit-response-function'.,"<b>A technique related to 'inhibit-response-function' is the use of behavioral inhibition strategies, which can involve training individuals to suppress automatic responses in certain situations. This may include cognitive restructuring or mindfulness practices that help individuals recognize and control their reactions to stimuli.</b>","['[""A technique related to \'inhibit-response-function\' is the use of behavioral inhibition strategies"", \'which can involve training individuals to suppress automatic responses in certain situations. This may include cognitive restructuring or mindfulness practices that help individuals recognize and control their reactions to stimuli.\']']",Rootkit,1,0.923870979507888,0,0,0,1,0.713765954916784,0.178447365374831,,,,,,,,,
What kill chain phase is associated with the 'Data Destruction' technique?,<b>The 'Data Destruction' technique is associated with the 'Actions on Objectives' phase of the kill chain.</b>,"['[""The \'Data Destruction\' technique is associated with the \'Actions on Objectives\' phase of the kill chain.""]']",Inhibit-response-function,1,0.977778514905374,0,1,0,1,0.741373691220578,0.185343422805144,,,,,,,,,
Which technique is associated with 'discovery' and involves network service scanning?,"<b>The technique associated with 'discovery' that involves network service scanning is typically referred to as ""Network Scanning."" This technique is used to identify active devices on a network and the services they are running.</b>","['[\'The technique associated with \\\'discovery\\\' that involves network service scanning is typically referred to as ""Network Scanning."" This technique is used to identify active devices on a network and the services they are running.\']']",Network Service Scanning,0.5,0.98942619448462,0.9999999999,1,0,0.333333333333333,0.904310318802999,0.976077579700749,,,,,,,,,
In which kill chain phase is the 'Indicator Removal on Host' technique used?,<b>The 'Indicator Removal on Host' technique is used in the 'Covering Tracks' phase of the kill chain.</b>,"['[""The \'Indicator Removal on Host\' technique is used in the \'Covering Tracks\' phase of the kill chain.""]']",Evasion,1,0.990534782633692,0.9999999999,0,0,1,0.767287978847592,0.191821994711898,,,,,,,,,
Which technique involves the 'execution' kill chain phase and uses API?,"<b>The technique that involves the 'execution' kill chain phase and uses API is known as ""Application Layer Protocol.""</b>","['[\'The technique that involves the \\\'execution\\\' kill chain phase and uses API is known as ""Application Layer Protocol.""\']']",Execution through API,1,0.975565438761676,0.9999999999,1,0.4999999975,1,0.812120242263831,0.803032805044805,,,,,,,,,
Identify a technique with 'impact' as its kill chain phase and relates to safety.,"<b>A technique that has 'impact' as its kill chain phase and relates to safety is ""Data Destruction."" This technique involves the intentional destruction of data, which can compromise safety systems and protocols, leading to potential hazards and risks in various environments.</b>","['[\'A technique that has \\\'impact\\\' as its kill chain phase and relates to safety is ""Data Destruction."" This technique involves the intentional destruction of data\', \'which can compromise safety systems and protocols\', \'leading to potential hazards and risks in various environments.\']']",Loss of Safety,0.75,0.847180661612142,0.9999999999,1,0,0.5,0.807628475597706,0.868573785566093,,,,,,,,,
What phase in the kill chain does the 'Loss of View' technique belong to?,<b>The 'Loss of View' technique belongs to the 'Delivery' phase in the kill chain.</b>,"['[""The \'Loss of View\' technique belongs to the \'Delivery\' phase in the kill chain.""]']",Impact,1,0.992574639021252,0,0,0,1,0.781134982587268,0.195292242071066,,,,,,,,,
Which technique's kill chain phase is 'collection' and involves automated collection?,"<b>The technique's kill chain phase that is 'collection' and involves automated collection is known as ""Automated Collection.""</b>","['[\'The technique\\\'s kill chain phase that is \\\'collection\\\' and involves automated collection is known as ""Automated Collection.""\']']",Automated Collection,1,0.957410593480868,0.9999999999,1,0.99999999,1,0.878006721227872,0.719501680306968,,,,,,,,,
Name a technique related to 'discovery' in the kill chain.,<b>One technique related to 'discovery' in the kill chain is network scanning.</b>,"['[""One technique related to \'discovery\' in the kill chain is network scanning.""]']",Serial Connection Enumeration,1,0.984603611119692,0,0,0,1,0.769166681769555,0.192291670442388,,,,,,,,,
What is the kill chain phase for the 'Denial of View' technique?,"<b>The kill chain phase for the 'Denial of View' technique is ""Exploitation.""</b>","['[\'The kill chain phase for the \\\'Denial of View\\\' technique is ""Exploitation.""\']']",Impact,1,0.999999999999999,0,0,0,1,0.775422589827048,0.193855647456762,,,,,,,,,
Which technique's kill chain phase is 'collection' and involves data historian compromise?,<b>The technique's kill chain phase that is 'collection' and involves data historian compromise is associated with the tactic of data collection in cybersecurity.</b>,"['[""The technique\'s kill chain phase that is \'collection\' and involves data historian compromise is associated with the tactic of data collection in cybersecurity.""]']",Data Historian Compromise,1,0.950685411366832,0.9999999999,1,0,1,0.826052635495073,0.806513158873768,,,,,,,,,
Identify a technique with the 'evasion' kill chain phase and involves rootkit.,"<b>A technique associated with the 'evasion' kill chain phase that involves a rootkit is the use of kernel-level rootkits. These rootkits can hide their presence by manipulating the operating system's kernel, making it difficult for security software to detect malicious activities or the rootkit itself.</b>","['[""A technique associated with the \'evasion\' kill chain phase that involves a rootkit is the use of kernel-level rootkits. These rootkits can hide their presence by manipulating the operating system\'s kernel"", \'making it difficult for security software to detect malicious activities or the rootkit itself.\']']",Rootkit,0.5,0.975860738646968,0.9999999999,1,0,1,0.864655116805865,0.216177997843909,,,,,,,,,
In which kill chain phase is the 'Unauthorized Command Message' technique used?,<b>The 'Unauthorized Command Message' technique is used in the Delivery phase of the kill chain.</b>,"['[""The \'Unauthorized Command Message\' technique is used in the Delivery phase of the kill chain.""]']",Impair-process-control,1,0.989475093325986,0.9999999999,1,0,1,0.780824262888749,0.195206065722187,,,,,,,,,
What is the kill chain phase for the 'Data Historian Compromise' technique?,"<b>The kill chain phase for the 'Data Historian Compromise' technique is ""Exploitation.""</b>","['[\'The kill chain phase for the \\\'Data Historian Compromise\\\' technique is ""Exploitation.""\']']",Initial-access,1,0.999881253903111,0.9999999999,0.5,0,1,0.756599030999476,0.189149757749869,,,,,,,,,
Which technique is associated with 'impact' and involves loss of productivity?,"<b>The technique associated with 'impact' that involves loss of productivity is known as ""impact analysis.""</b>","['[\'The technique associated with \\\'impact\\\' that involves loss of productivity is known as ""impact analysis.""\']']",Loss of Productivity and Revenue,1,0.992391812350865,0.9999999999,0,0,1,0.851303010393668,0.712807219313193,,,,,,,,,
In which kill chain phase is the 'Automated Collection' technique used?,<b>The 'Automated Collection' technique is used in the 'Delivery' phase of the kill chain.</b>,"['[""The \'Automated Collection\' technique is used in the \'Delivery\' phase of the kill chain.""]']",Collection,1,0.988321881109606,0.9999999999,0,0,1,0.780129757115041,0.195045074570026,,,,,,,,,
Identify a technique with 'evasion' as its kill chain phase.,"<b>A technique with 'evasion' as its kill chain phase is ""Obfuscated Files or Information.""</b>","['[\'A technique with \\\'evasion\\\' as its kill chain phase is ""Obfuscated Files or Information.""\']']",Indicator Removal on Host,1,0.96214869138061,0.9999999999,0,0,1,0.741349260993919,0.185295957160615,,,,,,,,,
What is the kill chain phase for the 'Loss of Safety' technique?,"<b>The kill chain phase for the 'Loss of Safety' technique is ""Exploitation.""</b>","['[\'The kill chain phase for the \\\'Loss of Safety\\\' technique is ""Exploitation.""\']']",Impact,1,1,0,0,0,1,0.771745779310947,0.192936444827736,,,,,,,,,
Which technique's kill chain phase is 'evasion' and involves hiding indicators on the host?,"<b>The technique associated with the 'evasion' kill chain phase, which involves hiding indicators on the host, is known as ""Obfuscation.""</b>","['[""The technique associated with the \'evasion\' kill chain phase"", \'which involves hiding indicators on the host\', \'is known as ""Obfuscation.""\']']",Indicator Removal on Host,0.333333333333333,0.98252779331167,0.9999999999,0,0,1,0.789753107904678,0.797438276976169,,,,,,,,,
Name a technique related to 'execution' in the kill chain.,<b>A technique related to 'execution' in the kill chain is the use of malware to execute malicious code on a target system.</b>,"['[""A technique related to \'execution\' in the kill chain is the use of malware to execute malicious code on a target system.""]']",Execution through API,1,0.928798665254641,0.9999999999,0,0,1,0.767019368405996,0.191762388721834,,,,,,,,,
Which technique involves 'collection' and is related to I/O image capture?,"<b>The technique that involves 'collection' and is related to I/O image capture is likely to be referred to as ""image acquisition.""</b>","['[\'The technique that involves \\\'collection\\\' and is related to I/O image capture is likely to be referred to as ""image acquisition.""\']']",I/O Image,1,0.942323250726813,0.9999999999,0,0,1,0.831769289221079,0.80794232230527,,,,,,,,,
