question,answer,contexts,ground_truth,faithfulness,answer_relevancy,context_precision,context_recall,context_entity_recall,context_relevancy,answer_similarity,answer_correctness,,,,,,,,,,,
What is the function of 'T0886: Remote Services' in ICS attacks?,"In ICS attacks, T0886: Remote Services is used for post-compromise exploitation to enable initial access into and lateral movement throughout the ICS environment, potentially leading to access to targeted systems. This is often achieved by exploiting software vulnerabilities or programming errors to abuse remote services, such as in the case of remote desktop protocol (RDP) jump boxes.","['[\'""description"": ""Adversaries may exploit a software vulnerability to take advantage of a programming error in a program\', \'service\', \'or within the operating system software or kernel itself to enable remote service abuse. A common goal for post-compromise exploitation of remote services is for initial access into and lateral movement throughout the ICS environment to enable access to targeted systems. (Citation: Enterprise ATT&CK)\\\\n\\\\nICS asset owners and operators have been affected by ],\\n            ""modified"": ""2024-04-23T14:00:00.188Z"",\\n            ""description"": ""[TEMP.Veles](https://attack.mitre.org/groups/G0088) utilized remote desktop protocol (RDP) jump boxes to move into the ICS environment. (Citation: Dragos December 2017)"",\\n            ""relationship_type"": ""uses"",\\n            ""source_ref"": ""intrusion-set--9538b1a4-4120-4e2d-bf59-3b11fcab05a4"",\\n            ""target_ref"": ""attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf""\', \'state\', \'devices may be unable to send and receive requests\', \'and may not perform expected response functions in reaction to other events in the environment. \\\\n\\\\nSome ICS devices are particularly sensitive to DoS events\', \'and may become unresponsive in reaction to even a simple ping sweep. Adversaries may also attempt to execute a Permanent Denial-of-Service (PDoS) against certain devices\', \'such as in the case of the BrickerBot malware. (Citation: ICS-CERT April 2017) \\\\n\\\\nAdversaries may exploit a\']']","Adversaries may leverage remote services to move between assets and network segments. These services are often used to allow operators to interact with systems remotely within the network, some examples are RDP, SMB, SSH, and other similar mechanisms.Â  Remote services could be used to support remote access, data transmission, authentication, name resolution, and other remote functions. Further, remote services may be necessary to allow operators and administrators to configure systems within the network from their engineering or management workstations. An adversary may use this technique to access devices which may be dual-homed [1] to multiple network segments, and can be used for Program Download or to execute attacks on control devices directly through Valid Accounts.",0.25,0.97440112926961,0.9999999999,0.2,0.119999999952,0.333333333333333,0.874393958991697,0.449374068971817,,,,,,,,,,,
Which group is known for targeting critical infrastructure with 'BlackEnergy'?,"1. Sandworm Team (G0034)

Additional details:
- BlackEnergy is a malware toolkit used for various purposes, including DDoS attacks, but has been particularly notable when used in conjunction with Sandworm Team for targeting critical infrastructure, such as in the 2015 Ukraine Electric Power Attack.
- The Sandworm Team (G0034) specifically used BlackEnergy3 and KillDisk","['[\'""description"": ""[BlackEnergy](https://attack.mitre.org/software/S0089) is a malware toolkit that has been used by both criminal and APT actors. It dates back to at least 2007 and was originally designed to create botnets for use in conducting Distributed Denial of Service (DDoS) attacks\', \'but its use has evolved to support various plug-ins. It is well known for being used during the confrontation between Georgia and Russia in 2008\', \'as well as in targeting Ukrainian institutions. ""description"": ""[2015 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0028) was a [Sandworm Team](https://attack.mitre.org/groups/G0034) campaign during which they used [BlackEnergy](https://attack.mitre.org/software/S0089) (specifically BlackEnergy3) and [KillDisk](https://attack.mitre.org/software/S0607) to target and disrupt transmission and distribution substations within the Ukrainian power grid. This campaign was the first major public attack conducted as well as in targeting Ukrainian institutions. Variants include BlackEnergy 2 and BlackEnergy 3. (Citation: F-Secure BlackEnergy 2014)"",\']']",The 'Sandworm Team' is known for targeting critical infrastructure with 'BlackEnergy'.,1,0.839708939665054,0.9999999999,1,0.999999995,0.25,0.919295706888624,0.604823926722156,,,,,,,,,,,
What does the 'Collection' tactic involve in ICS environments?,"1. The 'Collection' tactic in ICS environments involves adversaries gathering data to develop awareness of unique ICS devices and processes, in order to find their target and subsequently gain access to it.
        2. Examples of collection techniques used in ICS environments for data gathering include observing operation states, capturing screenshots, identifying unique device roles, and gathering system and diagram schematics.
        3. Collection of data plays a crucial role in planning, executing,","['[\'in the environment\', \'positioning themselves to where they want to be or think they should be. Following through on their primary objective often requires [Discovery](https://attack.mitre.org/tactics/TA0102) of the network and [Collection](https://attack.mitre.org/tactics/TA0100) to develop awareness of unique ICS devices and processes\', \'in order to find their target and subsequently gain access to it. Reaching this objective often involves pivoting through multiple systems\', \'devices\', \'and accounts. ""description"": ""The adversary is trying to gather data of interest and domain knowledge on your ICS environment to inform their goal.\\\\n\\\\nCollection consists of techniques adversaries use to gather domain knowledge and obtain contextual feedback in an ICS environment. This tactic is often performed as part of [Discovery](https://attack.mitre.org/tactics/TA0102)\', \'to compile data on control systems and targets of interest that may be used to follow through on the adversary\\\\u2019s be used to follow through on the adversary\\\\u2019s objective. Examples of these techniques include observing operation states\', \'capturing screenshots\', \'identifying unique device roles\', \'and gathering system and diagram schematics. Collection of this data can play a key role in planning\', \'executing\', \'and even revising an ICS-targeted attack. Methods of collection depend on the categories of data being targeted\', \'which can include protocol specific\', \'device specific\', \'and process specific configurations\']']","The adversary is trying to gather data of interest and domain knowledge on your ICS environment to inform their goal. Collection consists of techniques adversaries use to gather domain knowledge and obtain contextual feedback in an ICS environment. This tactic is often performed as part of Discovery, to compile data on control systems and targets of interest that may be used to follow through on the adversaryâ€™s objective. Examples of these techniques include observing operation states, capturing screenshots, identifying unique device roles, and gathering system and diagram schematics. Collection of this data can play a key role in planning, executing, and even revising an ICS-targeted attack. Methods of collection depend on the categories of data being targeted, which can include protocol specific, device specific, and process specific configurations and functionality. Information collected may pertain to a combination of system, supervisory, device, and network related data, which conceptually fall under high, medium, and low levels of plan operations. For example, information repositories on plant data at a high level or device specific programs at a low level. Sensitive floor plans, vendor device manuals, and other references may also be at risk and exposed on the internet or otherwise publicly accessible.",1,0.990508991876849,0.9999999999,0.75,0.39999999984,0.25,0.944469946122473,0.554246882137498,,,,,,,,,,,
"What intrusion set uses the ""Alarm Suppression"" attack pattern?","One potential method for detecting Alarm Suppression in an ICS environment is to monitor for loss of expected device alarms, as discrepancies between alarms may indicate the adversary is suppressing some but not all the","['[\'prevent outgoing alarms from being raised and prevent incoming alarms from being responded to. (Citation: Jos Wetzels\', \'Marina Krotofil 2019) The method of suppression may greatly depend on the type of alarm in question:  \\\\n\\\\n* An alarm raised by a protocol message \\\\n* An alarm signaled with I/O \\\\n* An alarm bit set in a flag (and read) \\\\n\\\\nIn ICS environments\', \'the adversary may have to suppress or contend with multiple alarms and/or alarm propagation to achieve a specific goal to evade ""description"": ""Monitor for loss of expected device alarms which could indicate alarms are being suppressed. As noted in the technique description\', \'there may be multiple sources of alarms in an ICS environment. Discrepancies between alarms may indicate the adversary is suppressing some but not all the alarms in the environment. This will not directly detect the technique\\\\u2019s execution\', \'but instead may provide additional evidence that the technique has been used and may complement ""description"": ""In the [Maroochy Water Breach](https://attack.mitre.org/campaigns/C0020)\', \'the adversary disabled alarms at four pumping stations\', \'preventing notifications to the central computer.(Citation: Marshall Abrams July 2008)"",\\n            ""relationship_type"": ""uses"",\\n            ""source_ref"": ""campaign--70cab19e-1745-425e-b3db-c02cd5ff157a"",\\n            ""target_ref"": ""attack-pattern--e5de767e-f513-41cd-aa15-33f6ce5fbf92"",\\n            ""x_mitre_deprecated"": false,\']']","The Maroochy Water Breach intrusion set is known to use the ""Alarm Suppression"" attack pattern.",,0.846889261087399,0.9999999999,1,0,0.166666666666666,0.790114872962931,0.197528718240732,,,,,,,,,,,
"Which malware is known to target industrial control systems with ""Data Destruction"" techniques?","1. Industroyer (S0604) is a sophisticated piece of malware known to target industrial control systems (ICS) with ""Data Destruction"" techniques as it was used in the attacks on the Ukrainian power grid in December 2016, causing impact to ICS components in electrical substations.
        2. Stuxnet (S0010) is another malware that targeted industrial control systems devices with complex tactics, although it is not explicitly","['[\'""description"": ""[Industroyer](https://attack.mitre.org/software/S0604) is a sophisticated malware framework designed to cause an impact to the working processes of Industrial Control Systems (ICS)\', \'specifically components used in electrical substations.(Citation: ESET Industroyer) [Industroyer](https://attack.mitre.org/software/S0604) was used in the attacks on the Ukrainian power grid in December 2016.(Citation: Dragos Crashoverride 2017) This is the first publicly known malware ""description"": ""[Industroyer](https://collaborate.mitre.org/attackics/index.php/Software/S0001) is a sophisticated piece of malware designed to cause an [Impact](https://collaborate.mitre.org/attackics/index.php/Impact) to the working processes of Industrial Control Systems (ICS)\', \'specifically ICSs used in electrical substations.(Citation: ESET Win32/Industroyer) Industroyer was alleged to be used in the attacks on the Ukrainian power grid in December 2016.(Citation: Dragos ""description"": ""[Stuxnet](https://collaborate.mitre.org/attackics/index.php/Software/S0010) was the first publicly reported piece of malware to specifically target industrial control systems devices. Stuxnet is a large and complex piece of malware that utilized multiple different complex tactics including multiple zero-day vulnerabilites\', \'a sophisticated Windows rootkit\', \'and network infection routines.(Citation: Wired W32.Stuxnet Dossier Feb 2011)(Citation: Symantec W32.Stuxnet\']']","The malware ""INCONTROLLER"", ""Industroyer"" and ""killdisk"" are known to target industrial control systems using ""Data Destruction"" techniques.",0.5,0.879748839774379,0.9999999999,0.333333333333333,0.249999999375,0.2,0.89620058386983,0.438335860253171,,,,,,,,,,,
"What is the primary purpose of the ""Inhibit Response Function"" technique in ICS?","The primary purpose of the ""Inhibit Response Function"" technique in ICS is to prevent or hinder the execution of response functions that are designed to mitigate threats or dangerous scenarios. This technique is often used to facilitate the success of impact operations by ensuring that control processes are not disrupted by security measures.","['[\'and communications. As prevention functions are generally dormant\', \'reporting and processing functions can appear fine\', \'but may have been altered to prevent failure responses in dangerous scenarios. Unlike [Evasion](https://attack.mitre.org/tactics/TA0103)\', \'Inhibit Response Function techniques may be more intrusive\', \'such as actively preventing responses to a known dangerous scenario. Adversaries may use these techniques to follow through with or provide cover for impact operations\', \'and inhibit response functions.""\', \'may follow up with or use [Inhibit Response Function](https://attack.mitre.org/tactics/TA0107) techniques in tandem\', \'to assist with the successful abuse of control processes to result in [Impact](https://attack.mitre.org/tactics/TA0105)."",\']']","The adversary is trying to prevent your safety, protection, quality assurance, and operator intervention functions from responding to a failure, hazard, or unsafe state.",1,0.996757551108013,0.9999999999,1,0,0.666666666666666,0.82440164688227,0.206091802287022,,,,,,,,,,,
What is the purpose of 'T0885: Commonly Used Port' in ICS attacks?,T0885: Commonly Used Port is a technique used by adversaries in ICS attacks to identify and probe for specific ports on target devices in a network. This information can be used to determine potential vulnerabilities in services and to gain access into an ICS environment or the ability to move into the ICS network.,"['[\'to gain information about a target device and its role on the network via Network Service Scanning techniques\', \'such as port scanning.  Network Service Scanning is useful for determining potential vulnerabilities in services on target devices.  Network Service Scanning is closely tied to .\\\\n\\\\nScanning ports can be noisy on a network. In some attacks\', \'adversaries probe for specific ports using custom tools. This was specifically seen in the Triton and PLC-Blaster attacks.""\', \'as they may provide direct access into an ICS environment or the ability to move into the ICS network. Publicly exposed applications may be found through online tools that scan the internet for open ports and services. Version numbers for the exposed application may provide adversaries an ability to target specific known vulnerabilities. Exposed control protocol or remote access ports found in Commonly Used Port may be of interest by adversaries.""\', \'state\', \'devices may be unable to send and receive requests\', \'and may not perform expected response functions in reaction to other events in the environment. \\\\n\\\\nSome ICS devices are particularly sensitive to DoS events\', \'and may become unresponsive in reaction to even a simple ping sweep. Adversaries may also attempt to execute a Permanent Denial-of-Service (PDoS) against certain devices\', \'such as in the case of the BrickerBot malware. (Citation: ICS-CERT April 2017) \\\\n\\\\nAdversaries may exploit a\']']","Adversaries may communicate over a commonly used port to bypass firewalls or network detection systems and to blend in with normal network activity, to avoid more detailed inspection. They may use the protocol associated with the port, or a completely different protocol.Â ",1,0.922582344013462,0.9999999999,0,0,0.1,0.877698801895889,0.369443233804017,,,,,,,,,,,
Which group is known for using the 'NotPetya' ransomware?,"1. Sandworm Team (G0034) is known for using the 'NotPetya' ransomware.
        2. FIN7 (G0046) initially used NotPetya but shifted to REvil (S0496) and their own Ransomware as a Service (RaaS), Darkside.
        3. Carbanak Group (G0008) may be linked to FIN","['[\'""description"": ""[NotPetya](https://attack.mitre.org/software/S0368) is malware that was used by [Sandworm Team](https://attack.mitre.org/groups/G0034) in a worldwide attack starting on June 27\', \'2017. While [NotPetya](https://attack.mitre.org/software/S0368) appears as a form of ransomware\', \'its main purpose was to destroy data and disk structures on compromised systems; the attackers never intended to make the encrypted data recoverable. As such\', \'was run out of a front company called Combi Security and often used point-of-sale malware for targeting efforts. Since 2020\', \'[FIN7](https://attack.mitre.org/groups/G0046) shifted operations to a big game hunting (BGH) approach including use of [REvil](https://attack.mitre.org/software/S0496) ransomware and their own Ransomware as a Service (RaaS)\', \'Darkside. FIN7 may be linked to the [Carbanak](https://attack.mitre.org/groups/G0008) Group\', \'but there appears to be several groups using ""created"": ""2017-05-31T21:33:27.074Z"",\\n            ""created_by_ref"": ""identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5"",\\n            ""revoked"": false,\\n            ""external_references"": [\\n                {\\n                    ""source_name"": ""Marc-Etienne M.Lveill October 2017"",\\n                    ""description"": ""Marc-Etienne M.Lveill 2017\', \'October 24 Bad Rabbit: NotPetya is back with improved ransomware Retrieved. 2019/10/27 "",\']']",Sandworm Team,0.666666666666666,0.855672154293779,0.9999999999,1,0.99999999,1,0.795409692338388,0.198852423084597,,,,,,,,,,,
"What is the alias for the threat group ""CyberAv3ngers""? ","The alias for the threat group ""CyberAv3ngers"" is not specified in the provided dataset. However, it is mentioned that they are suspected to be Iranian Government Islamic Revolutionary Guard Corps (IRGC)-affiliated and have been known to use aliases such as Lazarus Group and subgroups like Andariel, APT37, APT38, and Kimsuky.","['[\'""name"": ""CyberAv3ngers""\', \'""description"": ""The [CyberAv3ngers](https://attack.mitre.org/groups/G1027) are a suspected Iranian Government Islamic Revolutionary Guard Corps (IRGC)-affiliated APT group. The [CyberAv3ngers](https://attack.mitre.org/groups/G1027) have been known to be active since at least 2020\', \'with disputed and false claims of critical infrastructure compromises in Israel.(Citation: CISA AA23-335A IRGC-Affiliated December 2023)\\\\n\\\\nIn 2023\', \'the cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups\', \'such as [Andariel](https://attack.mitre.org/groups/G0138)\', \'[APT37](https://attack.mitre.org/groups/G0067)\', \'[APT38](https://attack.mitre.org/groups/G0082)\', \'and [Kimsuky](https://attack.mitre.org/groups/G0094).   "",\']']","The alias for ""CyberAv3ngers"" is ""Soldiers of Soloman.""",0.333333333333333,0,0,0,0.4999999975,0.25,0.869463722837969,0.467365930709492,,,,,,,,,,,
Which threat group operates the REvil Ransomware-as-a-Service?,"GOLD SOUTHFIELD (G0115) is the threat group that operates the REvil Ransomware-as-a-Service (RaaS).""","['[\'was run out of a front company called Combi Security and often used point-of-sale malware for targeting efforts. Since 2020\', \'[FIN7](https://attack.mitre.org/groups/G0046) shifted operations to a big game hunting (BGH) approach including use of [REvil](https://attack.mitre.org/software/S0496) ransomware and their own Ransomware as a Service (RaaS)\', \'Darkside. FIN7 may be linked to the [Carbanak](https://attack.mitre.org/groups/G0008) Group\', \'but there appears to be several groups using ""description"": ""Intel 471 Malware Intelligence team. (2020\', \'March 31). REvil Ransomware-as-a-Service \\\\u2013 An analysis of a ransomware affiliate operation. Retrieved August 4\', \'2020."",\\n                    ""url"": ""https://intel471.com/blog/revil-ransomware-as-a-service-an-analysis-of-a-ransomware-affiliate-operation/""\\n                },\\n                {\\n                    ""source_name"": ""Kaspersky Sodin July 2019""\', \'""description"": ""[GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) is a financially motivated threat group active since at least 2018 that operates the [REvil](https://attack.mitre.org/software/S0496) Ransomware-as-a Service (RaaS). [GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) provides backend infrastructure for affiliates recruited on underground forums to perpetrate high value deployments. By early 2020\', \'[GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115)\']']","The threat group that operates the REvil Ransomware-as-a-Service is ""GOLD SOUTHFIELD"" and ""FIN7"".",1,0.989795071699143,0.9999999999,1,0.49999999875,0.142857142857142,0.942903331843111,0.610725832960778,,,,,,,,,,,
"When was the ""CyberAv3ngers"" group first known to be active?","2020, as per the provided dataset from MITRE ATT&CK.","['[\'""name"": ""CyberAv3ngers""\', \'cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups\', \'such as [Andariel](https://attack.mitre.org/groups/G0138)\', \'[APT37](https://attack.mitre.org/groups/G0067)\', \'[APT38](https://attack.mitre.org/groups/G0082)\', \'and [Kimsuky](https://attack.mitre.org/groups/G0094).   ""\', \'""description"": ""The [CyberAv3ngers](https://attack.mitre.org/groups/G1027) are a suspected Iranian Government Islamic Revolutionary Guard Corps (IRGC)-affiliated APT group. The [CyberAv3ngers](https://attack.mitre.org/groups/G1027) have been known to be active since at least 2020\', \'with disputed and false claims of critical infrastructure compromises in Israel.(Citation: CISA AA23-335A IRGC-Affiliated December 2023)\\\\n\\\\nIn 2023\', \'the\']']",2020,1,0.944768781386623,0.9999999999,1,0.99999999,0.5,0.857106506783776,0.214276626695944,,,,,,,,,,,
"What specific sectors were targeted by the ""HEXANE"" group?","1. Oil & Gas
        2. Telecommunications
        3. Aviation
        4. Internet Service Providers
        5. Locations: Middle East, Africa (specifically Israel, Saudi Arabia, Kuwait, Morocco, Tunisia)

For FIN7, the specific sectors targeted are:
1. Retail
2. Restaurant
3. Hospitality
4. Software
5. Consulting
6. Financial Services","['[\'""description"": ""[HEXANE](https://attack.mitre.org/groups/G1001) is a cyber espionage threat group that has targeted oil & gas\', \'telecommunications\', \'aviation\', \'and internet service provider organizations since at least 2017. Targeted companies have been located in the Middle East and Africa\', \'including Israel\', \'Saudi Arabia\', \'Kuwait\', \'Morocco\', \'and Tunisia. [HEXANE](https://attack.mitre.org/groups/G1001)\\\'s TTPs appear similar to [APT33](https://attack.mitre.org/groups/G0064) and {\\n            ""type"": ""relationship"",\\n            ""target_ref"": ""attack-pattern--9a505987-ab05-4f46-a9a6-6441442eec3b"",\\n            ""description"": ""[HEXANE](https://collaborate.mitre.org/attackics/index.php/Group/G0005) targeted telecommunication providers in the greater Middle East\', \'Central Asia\', \'and Africa\', \'potentially as a stepping stone to network-focused man-in-the-middle and related attacks.(Citation: Dragos Hexane)""\', \'""description"": ""[FIN7](https://attack.mitre.org/groups/G0046) is a financially-motivated threat group that has been active since 2013. [FIN7](https://attack.mitre.org/groups/G0046) has primarily targeted the retail\', \'restaurant\', \'hospitality\', \'software\', \'consulting\', \'financial services\', \'medical equipment\', \'cloud services\', \'media\', \'food and beverage\', \'transportation\', \'and utilities industries in the U.S. A portion of [FIN7](https://attack.mitre.org/groups/G0046) was run out of a front company\']']","The ""HEXANE"" group targeted the oil & gas, telecommunications, aviation, and internet service provider sectors.",0.909090909090909,0.860689836351128,0.9999999999,1,0.1999999996,0.6,0.85549536182287,0.759321033049515,,,,,,,,,,,
